Adult_mortality,Under_five_deaths,Alcohol_consumption,GDP_per_capita,Population_mln,Region_Central America and Caribbean,Economy_status_Developed,Region_South America,BMI,Year,Incidents_HIV,Region_European Union,Region_Oceania,Hepatitis_B,Region_Middle East,Region_Asia,Schooling
177.622,29.9,3.65,1573.0,5.44,1,0,0,26.3,2005,0.13,0,0,86,0,0,5.5
58.1365,8.8,0.0,29268.875,3.84,0,0,0,29.5,2015,0.13,0,0,99,1,0,7.1
284.405,57.9,1.9,2580.0,4.51,0,0,0,22.9,2012,1.03,0,0,62,0,0,6.2
104.022,19.3,0.03,5496.0,56.0725,0,0,0,25.8,2010,0.08,0,0,99,1,0,9.0
456.61306250000007,131.6,11.64,555.0,25.17,0,0,0,21.3,2002,1.03,0,0,57,0,0,4.2
96.094,13.0,0.088,18203.0,26.63,0,0,0,28.0,2009,0.13,0,0,98,1,0,8.6
156.677,16.5,1.34,3790.0,0.1,0,0,0,31.199999999999996,2001,0.17,0,1,91,0,0,9.1
292.0365,116.9,0.02,332.0,23.68,0,0,0,22.0,2003,0.02,0,0,65,0,1,2.4
285.833,130.3,0.6,732.0,15.05,0,0,0,22.6,2010,0.52,0,0,72,0,0,2.0
168.4155,22.2,3.77,4841.0,2.65,1,0,0,25.5,2000,0.87,0,0,98,0,0,7.3
386.9125,127.5,4.9,1218.0,17.73,0,0,0,23.6,2005,1.03,0,0,79,0,0,5.1
456.61306250000007,112.7,1.97,785.0,2.02,0,0,0,24.2,2003,1.03,0,0,79,0,0,5.1
154.5105,19.9,3.36,5138.0,2.74,1,0,0,26.2,2005,0.79,0,0,99,0,0,8.1
59.186,4.1,7.25,29268.875,56.0725,0,1,0,25.7,2009,0.08,1,0,96,0,0,9.6
228.169,30.7,0.71,1939.0,0.41,0,0,0,24.9,2000,0.17,0,1,81,0,0,4.6
192.409,4.9,13.56,6048.0,9.45,0,0,0,26.4,2012,0.23,0,0,97,0,0,12.0
200.5,58.7,0.19,1146.0,13.4,0,0,0,22.8,2012,0.14,0,0,91,0,0,2.6
227.3425,42.4,0.23,2235.0,0.69,0,0,0,23.3,2010,0.16,0,0,91,0,1,2.3
183.7195,37.1,0.17,3860.0,28.39,0,0,0,27.8,2008,0.13,0,0,66,1,0,6.2
55.2385,2.4,7.01,29268.875,0.33,0,1,0,26.2,2014,0.05,0,0,88,0,0,12.2
311.7215,55.7,7.44,847.0,38.23,0,0,0,22.4,2015,1.03,0,0,78,0,0,5.7
97.9225,9.6,0.092,29268.875,0.36,0,0,0,25.7,2004,0.1,0,0,99,0,1,8.4
57.4125,3.4,11.33,26020.0,1.11,0,1,0,26.7,2010,0.06,1,0,96,0,0,11.5
263.497,14.0,7.42,2322.0,46.79,0,0,0,26.1,2006,0.35,0,0,96,0,0,11.2
274.029,51.2,1.03,699.0,3.28,0,0,0,20.6,2012,0.18,0,0,94,0,0,3.9
326.2865,66.7,8.79,818.0,34.56,0,0,0,22.1,2012,1.03,0,0,78,0,0,5.3
66.33,2.8,11.74,29268.875,0.52,0,1,0,26.1,2011,0.1,1,0,95,0,0,11.8
173.295,21.5,6.37,6465.0,0.11,1,0,0,26.0,2005,0.4,0,0,99,0,0,7.9
261.8635,47.9,1.03,828.0,3.41,0,0,0,20.6,2014,0.13,0,0,94,0,0,3.9
128.387,15.6,3.92,3407.0,2.9,0,0,0,26.2,2013,0.08,0,0,95,0,0,11.4
231.378,20.1,11.81,1907.0,2.89,0,0,0,26.3,2005,0.39,0,0,99,0,0,10.4
290.6955,150.4875,0.093,413.0,11.75,0,0,0,20.9,2001,0.44,0,0,72,0,0,1.1
245.9055,63.5,0.61,1944.0,6.65,0,0,0,24.7,2006,0.5,0,1,71,0,0,3.6
135.9235,37.3,0.99,5215.0,9.05,0,0,0,26.4,2010,0.09,0,0,80,0,1,10.7
161.7965,19.8,7.19,6783.0,0.11,1,0,0,26.6,2010,0.4,0,0,99,0,0,8.3
80.9365,13.3,4.88,3577.0,2.91,0,0,0,26.1,2010,0.03,0,0,99,0,0,9.3
316.457,17.2,10.87,5910.0,56.0725,0,0,0,25.8,2002,0.08,0,0,81,0,0,11.4
99.6225,18.9,1.36,3881.0,10.53,0,0,0,25.8,2009,0.04,0,0,99,0,0,6.4
156.9805,18.0,6.96,6965.0,0.11,1,0,0,26.9,2013,0.4,0,0,97,0,0,8.6
143.7705,12.4,10.01,7626.0,20.25,0,1,0,26.0,2010,0.04,1,0,98,0,0,10.7
248.5795,8.7,11.19,3880.0,9.66,0,0,0,26.0,2005,0.14,0,0,99,0,0,9.3
64.761,3.1,6.44,29268.875,4.95,0,1,0,26.4,2011,0.04,0,0,88,0,0,12.8
194.059,42.0,3.0,5250.0,5.27,0,0,0,26.1,2012,0.08,0,0,98,0,1,9.8
69.2705,4.1,9.55,29268.875,5.64,0,1,0,25.3,2014,0.04,1,0,88,0,0,12.8
129.837,16.4,3.89,3313.0,2.88,0,0,0,26.1,2012,0.08,0,0,95,0,0,11.3
81.7285,11.3,2.04,22336.0,0.78,0,0,0,25.4,2003,0.05,0,0,98,1,0,8.4
69.92,6.1,9.62,29268.875,4.35,0,1,0,27.6,2010,0.04,0,1,90,0,0,12.0
104.9,12.2,0.52,20230.0,2.66,0,0,0,25.7,2007,0.05,0,0,99,1,0,7.3
104.536,7.1,8.85,29268.875,56.0725,0,1,0,28.6,2012,0.13,0,0,90,0,0,13.3
307.7435,18.3,10.47,5619.0,56.0725,0,0,0,25.8,2001,0.08,0,0,51,0,0,11.4
76.8985,9.2,1.86,29268.875,7.09,0,0,0,27.8,2008,0.13,0,0,92,1,0,9.6
146.703,12.9,7.44,15122.0,0.08,1,0,0,25.6,2005,0.1,0,0,99,0,0,9.1
268.2505,63.5,2.15,1592.0,2.4,0,0,0,24.3,2000,0.01,0,0,93,0,1,8.2
193.4335,42.7,2.34,3320.0,12.95,1,0,0,25.5,2005,0.23,0,0,87,0,0,3.5
105.6355,6.9,8.78,29268.875,56.0725,0,1,0,28.8,2014,0.12,0,0,92,0,0,13.3
251.6725,89.5,0.12,1183.0,0.66,0,0,0,23.6,2008,0.02,0,0,81,0,0,3.7
323.489,150.4875,0.0,313.0,12.38,0,0,0,22.9,2011,0.13,0,0,51,0,0,2.1
99.934,5.5,11.32,29268.875,5.38,0,1,0,25.0,2002,0.04,1,0,88,0,0,12.1
92.937,15.8,5.75,5647.0,56.0725,0,0,0,23.2,2010,0.1,0,0,99,0,1,7.3
162.7195,22.8,4.14,4099.0,41.48,0,0,1,25.1,2003,0.22,0,0,92,0,0,6.5
184.4715,4.6,12.58,6111.0,9.44,0,0,0,26.5,2013,0.23,0,0,98,0,0,12.0
211.171,60.4,5.92,1154.0,0.15,1,0,0,23.9,2004,0.75,0,0,70,0,0,4.4
167.5135,33.7,2.92,1810.0,6.93,1,0,0,25.0,2002,0.36,0,0,94,0,0,4.5
248.135,72.0,0.83,480.0,20.57,0,0,0,21.0,2009,0.12,0,0,77,0,0,5.9
175.6015,4.3,11.29,6213.0,9.45,0,0,0,26.5,2014,0.23,0,0,97,0,0,12.1
156.985,28.5,6.03,4208.0,6.0,0,0,1,25.7,2007,0.16,0,0,86,0,0,7.1
101.037,21.9,3.28,3801.0,56.0725,0,0,0,22.8,2006,0.1,0,0,91,0,1,6.9
289.5665,150.4875,0.088,418.0,12.19,0,0,0,20.9,2002,0.38,0,0,72,0,0,1.2
157.714,14.7,9.04,8736.0,0.11,1,0,0,26.2,2008,0.4,0,0,99,0,0,8.1
345.615,92.4,4.7,1344.0,22.68,0,0,0,24.2,2014,1.03,0,0,87,0,0,6.0
365.4865,114.3,5.72,1247.0,19.79,0,0,0,23.9,2009,1.03,0,0,80,0,0,5.2
71.8885,5.4,10.85,29268.875,7.28,0,1,0,24.9,2002,0.1,0,0,88,0,0,11.7
130.4885,8.9,0.52,6488.0,24.21,0,0,0,24.1,2002,0.25,0,0,95,0,1,8.2
158.488,20.3,3.32,5121.0,2.73,1,0,0,26.1,2004,0.83,0,0,98,0,0,8.0
257.297,111.3,1.26,996.0,8.94,0,0,0,23.0,2009,0.55,0,0,79,0,0,2.8
241.0125,88.3,3.18,722.0,4.47,0,0,0,24.0,2015,1.03,0,0,52,0,0,4.4
62.236,2.8,1.69,29268.875,4.84,0,0,0,23.5,2008,0.12,0,0,97,0,1,10.5
215.255,36.7,5.64,5089.0,0.75,0,0,1,25.9,2011,0.62,0,0,93,0,0,8.2
172.614,39.4,0.14,2699.0,56.0725,0,0,0,28.0,2003,0.13,0,0,98,0,0,5.3
382.1715,147.7,0.55,724.0,11.95,0,0,0,21.6,2010,0.64,0,0,51,0,0,1.9
59.151,8.9,1.05,29268.875,2.04,0,0,0,28.6,2011,0.06,0,0,93,1,0,8.7
249.086,93.8,0.12,484.0,20.0,0,0,0,21.8,2015,0.06,0,0,65,0,0,1.8
206.525,31.7,4.73,2433.0,56.0725,0,0,0,22.7,2010,0.05,0,0,77,0,1,8.9
68.362,9.8,1.26,9033.0,0.45,0,0,0,25.3,2015,0.17,0,0,99,0,1,6.3
97.4955,6.4,4.69,4518.0,3.48,0,0,0,25.6,2014,0.08,0,0,89,0,0,9.2
144.357,18.9,3.35,5240.0,2.78,1,0,0,26.6,2008,0.63,0,0,92,0,0,8.6
126.1405,8.0,0.55,8889.0,29.07,0,0,0,25.3,2012,0.16,0,0,97,0,1,10.1
78.9785,4.6,5.89,29268.875,4.54,0,1,0,25.8,2002,0.03,0,0,88,0,0,12.1
236.439,78.0,0.84,575.0,12.86,0,0,0,20.9,2003,0.45,0,0,84,0,1,3.4
423.442,72.2,3.93,1432.0,13.12,0,0,0,23.7,2012,1.03,0,0,97,0,0,7.9
67.7015,10.2,1.37,9115.0,4.95,0,0,0,27.1,2010,0.03,0,0,81,1,0,7.9
158.938,16.7,11.07,3937.0,8.01,0,1,0,25.3,2001,0.02,1,0,93,0,0,9.9
83.49,16.1,0.01,5346.0,56.0725,0,0,0,26.0,2014,0.04,0,0,99,1,0,9.8
254.149,10.7,11.25,8382.0,56.0725,0,0,0,26.1,2009,0.08,0,0,98,0,0,11.5
131.7085,24.0,4.93,3085.0,0.51,0,0,0,24.3,2012,0.24,0,0,94,0,0,5.4
456.61306250000007,119.7,5.76,2749.0,1.03,0,0,0,25.8,2004,1.03,0,0,93,0,0,4.0
250.947,10.4,10.82,8755.0,56.0725,0,0,0,26.1,2010,0.08,0,0,97,0,0,11.5
120.8415,20.9,1.51,8451.0,56.0725,0,0,0,27.3,2008,0.08,0,0,92,1,0,6.3
253.97,68.0,0.32,2509.0,0.9,0,0,0,24.0,2014,0.25,0,0,78,0,0,4.1
133.7445,25.7,2.88,4012.0,0.18,0,0,0,31.199999999999996,2009,0.17,0,1,51,0,0,9.9
195.5055,30.2,5.65,1446.0,0.19,1,0,0,24.6,2012,0.22,0,0,96,0,0,5.1
121.4185,7.1,8.78,5344.0,7.2,0,0,0,25.9,2012,0.02,0,0,97,0,0,10.5
119.885,12.7,8.27,14072.0,42.2,0,0,1,27.4,2013,0.14,0,0,94,0,0,9.8
153.147,14.4,8.89,13701.0,0.09,0,0,0,26.4,2012,1.03,0,0,99,0,0,8.8
372.128,77.3,0.89,857.0,2.48,0,0,0,20.2,2002,0.51,0,0,86,0,0,3.7
51.8135,6.6,7.37,24922.0,0.45,0,1,0,27.1,2015,0.08,1,0,95,0,0,11.2
143.4765,51.8,0.003,932.0,56.0725,0,0,0,21.0,2009,0.01,0,0,97,0,1,4.8
182.9515,35.3,2.8,1048.0,15.03,0,0,0,21.9,2013,0.11,0,0,83,0,1,4.6
260.375,55.5,1.47,1357.0,43.18,0,0,0,22.9,2011,1.03,0,0,96,0,0,6.2
441.99,107.1,11.3,610.0,27.68,0,0,0,21.6,2005,1.03,0,0,64,0,0,4.4
141.448,16.0,4.22,6069.0,46.97,0,0,1,26.0,2014,0.19,0,0,90,0,0,8.0
239.043,82.0,0.11,1228.0,0.71,0,0,0,23.9,2011,0.02,0,0,83,0,0,4.4
319.386,75.8,8.02,7507.0,1.35,0,0,0,24.2,2004,1.03,0,0,70,0,0,6.8
456.61306250000007,92.4,2.48,1212.0,12.02,0,0,0,23.4,2004,1.03,0,0,68,0,0,6.8
52.393,2.7,1.84,29268.875,5.47,0,0,0,23.6,2014,0.08,0,0,96,0,1,11.4
109.984,22.0,0.054,17691.0,20.66,0,0,0,27.6,2000,0.13,0,0,93,1,0,6.7
360.1825,73.8,0.62,796.0,2.6,0,0,0,20.3,2003,0.47,0,0,91,0,0,3.7
223.7235,49.8,5.33,718.0,4.9,0,0,0,24.7,2000,0.02,0,0,51,0,1,9.8
142.5135,5.7,11.13,11470.0,9.92,0,1,0,27.0,2012,0.08,1,0,88,0,0,12.2
154.7555,54.2,0.48,1287.0,1.15,0,0,0,21.0,2013,0.09,0,1,82,0,0,4.5
65.7605,5.2,10.62,23929.0,0.99,0,1,0,26.5,2003,0.03,1,0,88,0,0,10.4
274.1415,95.7,3.07,584.0,1.69,0,0,0,23.3,2014,1.03,0,0,87,0,0,2.9
67.3805,4.0,11.38,29268.875,4.6,0,1,0,27.2,2012,0.07,1,0,95,0,0,11.3
68.5765,7.6,2.12,29268.875,9.26,0,0,0,28.4,2015,0.13,0,0,99,1,0,10.6
157.8785,28.7,1.74,2131.0,28.56,0,0,0,26.0,2010,0.14,0,0,99,0,1,10.7
57.001,2.8,1.89,29268.875,5.18,0,0,0,23.6,2011,0.1,0,0,96,0,1,11.2
172.001,33.7,2.05,3015.0,0.1,0,0,0,29.3,2009,0.17,0,1,89,0,0,7.0
155.0385,55.6,0.63,2078.0,8.31,0,0,0,25.9,2004,0.2,0,0,51,0,1,10.6
58.787,3.5,6.52,29268.875,0.29,0,1,0,25.7,2003,0.03,0,0,88,0,0,9.8
104.079,18.5,0.057,17385.0,22.46,0,0,0,27.7,2003,0.13,0,0,95,1,0,7.1
182.111,11.9,3.33,10511.0,17.54,0,0,0,26.3,2015,0.14,0,0,98,0,1,11.7
412.161,99.9,5.69,663.0,37.38,0,0,0,22.4,2004,1.03,0,0,95,0,0,4.5
377.871,88.8,6.09,717.0,39.55,0,0,0,22.5,2006,1.03,0,0,90,0,0,4.8
115.7035,12.6,6.51,11245.0,3.33,0,0,1,26.4,2007,0.2,0,0,94,0,0,8.2
292.992,83.6,0.45,1053.0,0.81,0,0,0,23.8,2007,0.55,0,0,88,0,0,3.9
304.371,150.4875,3.02,577.0,1.2,0,0,0,22.1,2000,1.03,0,0,83,0,0,2.3
181.47,17.7,6.35,4734.0,0.34,1,0,0,28.6,2012,0.37,0,0,98,0,0,10.5
214.0,98.4,0.004,1422.0,3.39,0,0,0,24.5,2009,0.21,0,0,64,0,0,3.7
140.0585,15.5,1.62,1939.0,19.06,0,0,0,21.7,2002,0.02,0,0,86,0,1,10.2
434.1365,71.5,7.7,4930.0,44.97,0,0,0,26.1,2000,1.03,0,0,73,0,0,8.8
229.8025,19.0,7.94,2004.0,2.88,0,0,0,26.4,2006,0.42,0,0,98,0,0,10.6
153.4275,14.6,2.8,7508.0,1.25,0,0,0,24.9,2009,1.03,0,0,99,0,0,8.0
216.6485,37.4,5.56,4847.0,0.75,0,0,1,25.8,2010,0.65,0,0,95,0,0,8.1
135.759,22.0,4.95,4805.0,28.56,0,0,1,25.8,2008,0.17,0,0,93,0,0,8.4
104.479,39.3,0.48,2242.0,30.8,0,0,0,25.1,2006,0.05,0,0,95,0,0,4.0
90.569,5.8,4.54,7379.0,11.31,1,0,0,25.5,2014,0.16,0,0,97,0,0,11.2
168.2965,24.8,6.76,7352.0,56.0725,0,0,1,25.3,2005,0.25,0,0,98,0,0,6.3
456.61306250000007,101.9,5.64,3179.0,1.05,0,0,0,26.2,2008,1.03,0,0,90,0,0,5.4
61.6405,3.2,7.02,29268.875,9.22,0,1,0,25.7,2008,0.08,1,0,61,0,0,12.2
212.841,19.4,8.35,3875.0,3.0,0,0,0,26.1,2015,0.01,0,0,99,0,1,10.1
456.61306250000007,99.9,1.93,314.0,13.34,0,0,0,22.3,2007,1.03,0,0,87,0,0,3.8
142.829,16.6,4.32,5867.0,46.5,0,0,1,26.0,2013,0.2,0,0,91,0,0,7.8
60.819,4.1,8.59,29268.875,16.8,0,1,0,25.5,2013,0.05,1,0,88,0,0,12.1
96.067,6.3,4.9,4730.0,3.43,0,0,0,25.7,2015,0.08,0,0,82,0,0,9.0
215.093,22.5,2.07,4339.0,0.82,0,0,0,26.5,2003,0.04,0,1,99,0,0,9.3
150.585,21.5,2.71,2207.0,8.64,1,0,0,26.3,2012,0.07,0,0,97,0,0,5.5
201.0765,67.9,1.57,1076.0,56.0725,0,0,0,21.2,2007,0.13,0,0,60,0,1,5.0
165.7935,22.3,5.37,1121.0,5.96,0,0,0,26.5,2015,0.12,0,0,97,0,1,10.8
150.6365,20.2,3.54,1982.0,6.14,1,0,0,27.1,2014,0.11,0,0,98,0,0,6.5
431.137,81.0,0.69,1160.0,35.64,0,0,0,22.3,2004,1.03,0,0,73,0,0,5.7
203.491,22.6,2.73,3308.0,6.11,1,0,0,26.8,2007,0.27,0,0,99,0,0,5.8
72.478,5.0,9.25,29268.875,56.0725,0,1,0,25.5,2002,0.09,1,0,95,0,0,8.8
117.1895,11.5,8.49,13789.0,43.13,0,0,1,27.6,2015,0.13,0,0,94,0,0,9.8
90.6615,10.2,0.69,29268.875,0.4,0,0,0,26.8,2013,0.1,0,0,98,0,1,8.9
58.8095,3.5,10.81,26182.0,1.1,0,1,0,26.7,2009,0.05,1,0,96,0,0,11.3
282.542,113.8,4.02,404.0,56.0725,0,0,0,21.6,2010,0.53,0,0,60,0,0,5.4
356.2145,126.4,4.51,2687.0,56.0725,0,0,0,23.2,2015,0.58,0,0,51,0,0,6.0
350.5325,150.4875,0.0,192.0,9.5,0,0,0,22.2,2002,0.13,0,0,51,0,0,2.1
135.396,4.6,14.97,14586.0,1.33,0,1,0,26.1,2010,0.08,1,0,94,0,0,12.5
277.9125,33.1,6.23,6581.0,15.01,0,0,0,25.7,2004,0.06,0,0,99,0,1,11.5
62.478,10.1,1.13,29268.875,1.02,0,0,0,28.1,2006,0.05,0,0,96,1,0,9.2
368.451,117.6,5.5,1249.0,19.25,0,0,0,23.8,2008,1.03,0,0,84,0,0,5.2
330.7235,150.4875,4.42,770.0,2.95,0,0,0,23.1,2001,1.03,0,0,58,0,0,3.5
181.641,19.4,6.44,4729.0,0.31,1,0,0,28.3,2009,0.4,0,0,97,0,0,10.4
232.9535,21.5,7.61,1770.0,2.9,0,0,0,26.2,2004,0.35,0,0,99,0,0,10.1
80.7525,3.7,9.76,18655.0,10.51,0,1,0,25.8,2012,0.14,1,0,98,0,0,8.5
230.952,62.2,2.41,2345.0,4.61,0,0,0,24.9,2002,0.08,0,0,96,0,1,9.9
125.4875,14.1,4.04,3607.0,2.93,0,0,0,26.3,2015,0.09,0,0,94,0,0,11.6
86.192,3.2,10.33,20613.0,2.05,0,1,0,26.1,2010,0.02,1,0,88,0,0,12.1
136.2,38.9,0.23,3163.0,31.45,0,0,0,24.4,2001,0.01,0,0,81,0,0,6.1
293.6475,88.5,1.91,1105.0,20.75,0,0,0,22.9,2003,1.03,0,0,80,0,0,6.3
319.8945,65.0,1.3,2272.0,4.15,0,0,0,22.7,2009,1.03,0,0,75,0,0,6.0
72.3825,4.1,9.44,29268.875,5.61,0,1,0,25.3,2013,0.04,1,0,88,0,0,13.2
401.9615,139.2,3.04,757.0,7.02,0,0,0,22.7,2014,0.92,0,0,83,0,0,3.3
177.768,30.4,7.02,6905.0,56.0725,0,0,1,25.0,2002,0.25,0,0,92,0,0,6.0
401.9865,150.4875,11.33,1878.0,56.0725,0,0,0,22.6,2004,1.03,0,0,51,0,0,5.2
134.8,23.9,1.51,1752.0,56.0725,0,0,0,20.7,2007,0.21,0,0,67,0,1,6.8
267.2085,108.3,5.49,639.0,17.07,0,0,0,22.0,2013,0.23,0,0,88,0,0,1.4
50.618,2.5,6.82,29268.875,0.32,0,1,0,26.1,2012,0.05,0,0,88,0,0,11.5
73.766,4.6,13.17,29268.875,4.4,0,1,0,26.9,2007,0.06,1,0,95,0,0,11.9
95.5795,3.3,12.56,16762.0,10.5,0,1,0,26.9,2011,0.08,1,0,99,0,0,12.5
188.8115,39.4,2.36,3574.0,13.48,1,0,0,25.7,2007,0.16,0,0,85,0,0,3.9
134.7385,42.2,0.0,1130.0,56.0725,0,0,0,21.4,2013,0.01,0,0,96,0,1,5.1
128.5785,26.2,1.39,7739.0,56.0725,0,0,0,27.1,2005,0.08,0,0,85,1,0,6.0
456.61306250000007,74.7,1.99,3211.0,1.85,0,0,0,23.1,2002,1.03,0,0,83,0,0,5.8
245.3935,34.1,9.12,2411.0,2.59,0,0,0,25.0,2007,0.02,0,0,98,0,1,8.9
456.61306250000007,70.6,1.97,3681.0,1.94,0,0,0,23.4,2005,1.03,0,0,83,0,0,6.0
145.097,15.5,7.77,7934.0,0.11,1,0,0,26.6,2012,0.4,0,0,97,0,0,8.4
456.61306250000007,75.3,2.29,3111.0,1.82,0,0,0,23.0,2001,1.03,0,0,83,0,0,5.8
209.372,33.1,5.48,5577.0,0.77,0,0,1,26.3,2015,0.59,0,0,95,0,0,8.4
171.2385,35.3,5.63,5393.0,9.58,1,0,0,25.8,2009,0.55,0,0,80,0,0,7.2
85.37,6.3,11.33,29268.875,56.0725,0,1,0,26.5,2002,0.08,0,0,88,0,0,11.9
102.388,5.7,11.68,29268.875,5.34,0,1,0,24.9,2000,0.04,1,0,88,0,0,10.7
175.0925,90.9,0.036,1239.0,56.0725,0,0,0,23.2,2008,0.13,0,0,65,0,1,4.4
276.8845,108.2,3.9,626.0,3.61,0,0,0,23.7,2008,1.03,0,0,64,0,0,4.0
349.848,131.9,6.24,303.0,7.13,0,0,0,20.9,2004,0.95,0,0,83,0,0,2.2
134.715,37.5,0.92,978.0,8.45,0,0,0,25.9,2015,0.11,0,0,96,0,1,10.5
114.4095,32.1,0.38,3760.0,33.64,0,0,0,24.7,2006,0.02,0,0,80,0,0,7.0
456.61306250000007,94.6,3.07,1146.0,2.06,0,0,0,24.9,2015,1.03,0,0,93,0,0,6.1
456.61306250000007,93.8,1.93,1715.0,11.92,0,0,0,23.3,2001,1.03,0,0,76,0,0,6.7
62.5915,3.3,6.98,29268.875,9.15,0,1,0,25.6,2007,0.08,1,0,60,0,0,12.5
154.4505,14.2,7.83,13664.0,0.09,0,0,0,26.3,2011,1.03,0,0,99,0,0,8.4
167.429,21.6,3.72,4870.0,2.67,1,0,0,25.6,2001,0.85,0,0,98,0,0,7.5
97.655,13.8,0.082,19118.0,25.89,0,0,0,27.9,2008,0.13,0,0,98,1,0,8.3
129.753,38.1,0.01,1248.0,56.0725,0,0,0,21.6,2015,0.01,0,0,97,0,1,5.2
134.4545,16.5,3.16,4884.0,2.86,1,0,0,27.4,2013,0.54,0,0,93,0,0,9.4
90.433,8.1,7.92,13367.0,17.76,0,0,1,27.8,2014,0.19,0,0,95,0,0,10.1
118.1005,21.3,0.58,4787.0,6.56,0,0,0,28.4,2008,0.13,0,0,97,1,0,9.8
229.0005,79.4,0.34,1132.0,11.69,0,0,0,22.6,2007,0.36,0,0,94,0,0,2.4
276.348,149.0,0.096,417.0,14.69,0,0,0,21.3,2007,0.18,0,0,72,0,0,1.4
118.748,5.0,13.77,12960.0,10.2,0,1,0,26.5,2002,0.08,1,0,86,0,0,11.1
184.52,31.3,3.15,3036.0,10.87,0,0,1,26.4,2015,0.15,0,0,99,0,0,8.7
312.486,138.4,0.0,346.0,13.42,0,0,0,23.1,2014,0.13,0,0,51,0,0,2.1
445.308,150.4875,0.66,341.0,18.76,0,0,0,21.7,2002,1.03,0,0,76,0,0,2.5
98.9245,6.5,4.69,4391.0,3.54,0,0,0,25.5,2013,0.08,0,0,91,0,0,8.7
143.0785,18.0,6.6,16056.0,30.04,0,0,1,26.6,2014,0.4,0,0,78,0,0,10.0
209.3845,33.0,4.14,2251.0,56.0725,0,0,0,22.6,2007,0.02,0,0,87,0,1,8.9
92.3955,4.8,13.14,29268.875,56.0725,0,1,0,25.0,2004,0.11,1,0,51,0,0,10.3
239.716,12.7,12.92,2617.0,9.98,0,0,0,25.7,2000,0.05,0,0,70,0,0,8.9
267.2355,65.0,2.65,684.0,1.96,0,0,0,23.7,2013,1.03,0,0,97,0,0,3.2
139.7255,11.8,9.58,7810.0,20.15,0,1,0,26.2,2011,0.04,1,0,96,0,0,10.8
184.963,37.8,2.23,2895.0,0.11,0,0,0,28.8,2000,0.17,0,1,87,0,0,4.8
179.3555,17.2,6.19,4412.0,56.0725,0,0,0,23.3,2005,0.37,0,0,96,0,1,7.0
231.0145,9.8,10.4,11896.0,2.22,0,1,0,26.0,2006,0.17,1,0,94,0,0,12.2
213.7115,11.7,7.77,2315.0,45.87,0,0,0,26.3,2010,0.28,0,0,51,0,0,11.3
220.852,54.9,6.43,669.0,10.55,0,0,0,21.8,2012,0.84,0,0,98,0,0,3.7
79.341,2.8,9.27,29268.875,5.41,0,1,0,26.0,2012,0.08,1,0,88,0,0,12.4
370.455,85.2,0.88,828.0,2.29,0,0,0,20.1,2000,0.7,0,0,87,0,0,3.7
456.61306250000007,110.5,1.45,289.0,12.63,0,0,0,22.1,2005,1.03,0,0,93,0,0,3.4
156.506,28.0,4.19,4299.0,12.91,0,0,1,25.4,2001,0.22,0,0,69,0,0,7.0
85.8135,4.2,10.08,29268.875,5.52,0,1,0,25.3,2009,0.04,1,0,88,0,0,12.7
281.6775,57.4,1.52,1326.0,42.03,0,0,0,22.8,2010,1.03,0,0,90,0,0,6.1
145.9445,17.7,4.3,5468.0,45.66,0,0,1,25.8,2011,0.22,0,0,85,0,0,7.5
223.3005,74.3,0.36,1143.0,12.0,0,0,0,22.7,2008,0.26,0,0,88,0,0,2.4
167.636,30.7,1.6,2923.0,0.11,0,0,0,29.5,2013,0.17,0,1,83,0,0,8.0
77.0555,4.0,8.73,23929.0,11.08,0,1,0,27.0,2008,0.08,1,0,95,0,0,10.1
253.3645,74.8,0.61,514.0,20.0,0,0,0,21.0,2008,0.1,0,0,77,0,0,5.9
133.087,3.9,16.96,16257.0,1.32,0,1,0,26.2,2012,0.08,1,0,94,0,0,12.5
456.61306250000007,104.2,1.94,295.0,12.97,0,0,0,22.2,2006,1.03,0,0,99,0,0,3.6
94.886,6.4,4.28,6759.0,11.23,1,0,0,25.2,2010,0.15,0,0,96,0,0,11.0
173.9905,34.5,1.63,3013.0,0.1,0,0,0,29.1,2007,0.17,0,1,90,0,0,6.5
410.016,150.4875,0.34,403.0,8.68,0,0,0,21.0,2001,1.03,0,0,51,0,0,1.4
91.4105,10.8,0.0,20250.0,29.15,0,0,0,28.2,2012,0.13,0,0,98,1,0,9.4
199.7365,29.6,4.52,3001.0,56.0725,0,0,0,23.1,2015,0.1,0,0,75,0,1,9.3
154.8585,18.6,13.02,10141.0,0.17,1,0,0,28.0,2006,0.4,0,0,85,0,0,7.6
225.4045,5.2,14.5,5938.0,9.46,0,0,0,26.4,2011,0.23,0,0,98,0,0,12.0
202.588,60.8,0.73,1453.0,0.11,0,0,0,29.8,2013,0.17,0,1,95,0,0,7.9
266.317,82.0,0.4,453.0,56.0725,0,0,0,20.3,2010,0.36,0,0,62,0,0,2.3
135.0125,27.5,4.25,3079.0,0.48,0,0,0,24.1,2008,0.27,0,0,98,0,0,4.8
252.8295,77.7,0.45,490.0,56.0725,0,0,0,20.4,2011,0.32,0,0,65,0,0,2.4
174.858,35.7,5.92,5309.0,9.34,1,0,0,25.6,2007,0.65,0,0,81,0,0,7.2
169.9695,19.9,5.9,18167.0,1.36,1,0,0,27.4,2014,0.4,0,0,92,0,0,10.8
123.728,16.5,6.9,9679.0,3.33,0,0,1,25.9,2001,0.17,0,0,94,0,0,8.0
